;y;Ra;Rq;Rz;Rmax;Rsm;Rsk;Rku;WDt;WDsm;WDc
0;225,000;16,199;20,782;92,934;110,225;613,144;0,108;3,375;298,892;4535,514;298,892
0;270,000;18,820;25,587;126,781;225,043;633,493;0,283;5,639;299,668;3927,212;299,668
0;315,000;19,855;26,158;138,218;187,926;638,309;0,236;4,419;377,280;5159,001;377,280
0;360,000;22,587;32,449;164,569;248,233;780,357;0,199;5,514;530,737;3070,597;530,737
0;405,000;22,140;30,786;153,971;263,354;734,351;0,162;5,685;513,407;3405,898;513,407
0;450,000;21,765;29,515;147,869;236,495;747,905;0,862;5,384;510,272;3329,118;510,272
0;495,000;20,165;27,511;142,287;208,412;777,312;0,327;4,354;596,459;3336,318;596,459
0;540,000;21,800;30,569;175,331;274,120;728,855;0,108;5,940;597,128;4379,226;597,128
0;585,000;21,803;30,682;169,700;279,328;768,651;0,452;5,993;575,647;3422,775;575,647
0;630,000;19,847;28,118;136,626;189,605;984,379;0,752;5,303;516,792;2911,534;516,792
0;675,000;23,410;37,358;221,990;443,480;1311,923;2,645;22,416;564,620;2874,403;564,620
0;720,000;23,448;32,857;188,285;276,033;1045,452;0,467;5,883;529,626;4469,582;529,626
0;765,000;23,721;32,656;170,455;233,463;920,609;0,341;4,831;564,415;3177,822;564,415
0;810,000;23,795;33,042;159,834;210,642;912,354;0,582;4,509;569,643;2388,221;569,643
0;855,000;22,197;31,774;163,030;254,759;912,588;0,357;6,220;562,210;2393,962;562,210
0;900,000;24,395;35,900;202,358;245,117;975,277;0,285;5,296;559,028;5720,150;559,028
0;945,000;26,573;38,706;193,640;270,473;891,673;0,408;5,286;589,961;5715,623;589,961
0;990,000;26,048;41,158;228,983;362,005;1035,962;0,067;7,833;569,817;4570,050;569,817
0;1035,000;21,005;34,764;204,245;346,870;1046,074;0,481;10,841;560,115;4509,298;560,115
0;1080,000;19,176;29,863;171,132;296,648;753,153;-0,058;9,353;530,351;4530,468;530,351
0;1125,000;20,885;32,954;188,554;295,885;855,036;0,002;8,793;559,449;5024,525;559,449
0;1170,000;20,542;35,303;184,025;377,523;1010,338;1,177;13,245;577,122;4937,488;577,122
0;1215,000;21,722;36,998;204,627;408,331;1081,162;1,600;16,948;621,579;0,000;621,579
0;1260,000;19,603;29,614;168,124;267,688;812,180;-0,045;8,686;703,716;4114,455;703,716
0;1305,000;19,462;28,692;154,887;212,395;849,097;0,808;6,674;615,453;4145,486;615,453
0;1350,000;19,702;29,429;155,017;235,667;788,133;0,944;7,523;683,946;4207,628;683,946
0;1395,000;22,858;32,860;168,022;213,170;944,138;0,594;4,992;894,243;2911,179;894,243
0;1440,000;24,887;40,479;230,479;453,307;1136,060;1,023;10,809;958,798;8598,913;958,798
0;1485,000;23,059;33,648;171,097;265,511;994,272;0,782;6,053;788,173;4353,901;788,173
0;1530,000;19,363;28,053;141,756;210,253;945,143;1,198;8,158;743,760;2690,725;743,760
0;1575,000;15,561;21,714;116,896;160,571;858,899;0,623;5,527;804,047;2515,329;804,047
0;1620,000;17,946;24,922;120,843;172,388;852,052;0,510;4,776;814,711;3882,353;814,711
0;1665,000;19,721;27,879;138,977;243,248;786,247;0,507;6,119;697,925;2554,055;697,925
0;1710,000;24,685;40,367;189,921;447,919;989,177;0,641;10,844;710,678;0,000;710,678
0;1755,000;27,300;47,059;217,690;386,296;1221,217;0,666;8,902;747,468;11311,753;747,468
0;1800,000;22,338;39,267;207,311;388,828;1002,207;0,609;10,897;669,022;0,000;669,022
0;1845,000;17,636;27,968;153,673;328,861;1003,666;0,481;12,634;737,772;0,000;737,772
0;1890,000;22,831;46,121;242,277;618,294;1313,425;3,755;40,062;794,058;0,000;794,058
0;1935,000;20,634;46,512;244,608;661,479;1770,415;4,988;54,757;802,276;0,000;802,276
0;1980,000;18,114;26,809;142,962;215,606;911,975;-0,185;7,502;756,384;0,000;756,384
0;2025,000;18,678;28,117;143,039;244,819;987,026;0,422;8,013;763,799;0,000;763,799
0;2070,000;15,613;25,309;143,208;215,962;1052,314;0,413;9,155;789,260;0,000;789,260
0;2115,000;15,594;26,692;157,350;314,373;974,366;1,708;17,055;806,274;0,000;806,274
0;2160,000;15,551;24,453;141,223;275,581;1126,330;-0,532;12,413;900,309;0,000;900,309
0;2205,000;17,447;27,285;150,793;245,968;1032,796;0,865;9,444;1004,560;0,000;1004,560
0;2250,000;16,693;27,674;144,384;336,302;1036,705;0,735;14,541;796,868;0,000;796,868
0;2295,000;17,067;25,753;127,715;226,323;928,940;0,818;8,700;511,241;0,000;511,241
0;2340,000;14,161;21,748;115,845;183,224;1233,625;0,375;7,209;543,061;0,000;543,061
0;2385,000;16,389;25,187;134,363;186,474;1145,864;1,255;7,532;577,494;0,000;577,494
0;2430,000;17,652;28,635;151,479;254,330;928,208;1,135;9,327;592,748;6502,759;592,748
0;2475,000;16,879;25,840;145,323;226,621;919,624;0,355;8,114;595,933;6594,525;595,933
0;2520,000;16,148;26,709;151,645;243,346;1195,547;0,739;10,610;585,959;3180,972;585,959
0;2565,000;15,937;25,104;143,109;235,422;1514,949;0,332;7,252;563,221;3168,857;563,221
0;2610,000;17,292;24,703;132,395;200,117;976,091;0,856;5,867;504,750;3672,668;504,750
0;2655,000;18,274;25,254;117,860;161,222;1025,238;0,649;4,122;484,621;3697,744;484,621
0;2700,000;21,524;31,299;150,037;201,268;942,933;1,124;5,899;513,150;3622,772;513,150
0;2745,000;22,306;32,220;165,306;242,617;743,352;0,492;5,204;592,282;3480,758;592,282
0;2790,000;23,834;37,546;207,338;447,269;877,213;0,646;10,172;757,805;10239,292;757,805
0;2835,000;23,216;40,638;210,250;582,244;1168,479;-0,679;22,012;581,068;10151,957;581,068
0;2880,000;24,778;42,406;199,059;474,235;1111,039;-1,061;13,740;618,524;5015,433;618,524
0;2925,000;21,872;33,678;174,907;335,148;1102,487;0,903;8,821;632,886;9786,706;632,886
0;2970,000;20,705;29,862;154,209;175,301;1189,741;0,515;4,211;653,557;9762,047;653,557
0;3015,000;22,343;35,087;192,268;324,095;1185,538;0,299;8,487;615,476;9670,792;615,476
0;3060,000;20,825;32,258;160,047;222,632;1010,605;0,536;6,394;643,803;9545,454;643,803
0;3105,000;19,498;29,112;149,629;225,651;1312,261;0,317;5,671;671,999;4723,063;671,999
0;3150,000;19,837;28,928;150,432;224,245;1044,530;0,416;5,247;706,394;4673,718;706,394
0;3195,000;22,996;34,980;171,946;256,088;1299,075;-0,207;6,428;723,665;4643,816;723,665
0;3240,000;20,736;31,859;167,468;313,061;875,412;0,178;8,090;775,506;4602,893;775,506
0;3285,000;21,589;32,652;156,071;311,485;1099,463;-0,073;7,688;809,376;4567,752;809,376
0;3330,000;23,563;36,141;180,095;338,580;1102,905;-0,051;7,947;847,185;4530,773;847,185
0;3375,000;23,579;38,436;192,817;379,526;1052,561;0,047;9,597;887,912;4477,368;887,912
0;3420,000;25,101;40,499;240,410;538,076;1029,622;0,569;14,778;876,652;4406,825;876,652
0;3465,000;26,124;39,730;217,332;313,748;995,439;-0,004;6,366;910,434;6717,937;910,434
0;3510,000;28,354;43,480;242,818;345,060;1279,102;-0,645;7,101;880,449;6780,634;880,449
0;3555,000;27,720;42,051;228,830;297,980;1182,442;-0,595;6,074;823,044;5500,182;823,044
0;3600,000;24,715;39,707;212,212;358,550;1191,630;0,077;7,874;785,525;10266,267;785,525
0;3645,000;23,533;37,815;199,849;325,153;1434,943;0,662;8,171;828,665;5141,312;828,665
0;3690,000;23,348;35,940;208,747;305,767;1450,150;0,123;6,235;881,693;5054,358;881,693
0;3735,000;26,880;41,509;246,802;300,751;1213,034;-0,244;6,457;955,577;8810,842;955,577
0;3780,000;29,744;44,985;256,616;375,850;1024,448;0,082;6,268;1029,764;9158,969;1029,764
0;3825,000;33,453;54,190;366,920;599,807;1202,480;-0,332;12,049;1085,541;4254,234;1085,541
0;3870,000;31,675;52,672;352,521;593,793;1068,763;-0,040;11,715;1158,473;5493,617;1158,473
0;3915,000;30,762;49,002;294,631;414,775;983,448;0,053;7,054;1242,250;5598,767;1242,250
0;3960,000;31,168;50,731;267,046;489,188;1021,927;0,242;9,043;1335,080;5862,005;1335,080
0;4005,000;33,561;59,776;353,748;670,852;1140,355;0,428;16,545;1345,953;6705,336;1345,953
0;4050,000;31,726;55,882;314,800;501,011;1012,899;0,343;18,659;1389,748;6964,725;1389,748
0;4095,000;34,969;63,425;375,167;754,332;1184,712;0,225;14,952;1288,639;3523,839;1288,639
0;4140,000;41,362;81,505;454,231;1193,533;1103,330;0,503;25,573;1236,331;3438,954;1236,331
0;4185,000;43,663;77,361;347,477;809,487;972,082;0,697;13,529;1170,392;3431,829;1170,392
0;4230,000;34,828;59,363;282,745;588,583;1082,915;-0,507;11,744;1077,791;4842,509;1077,791
0;4275,000;35,685;63,546;333,108;744,413;1084,901;0,101;14,547;1015,302;4682,109;1015,302
0;4320,000;40,340;86,951;391,079;1055,224;1180,431;2,192;24,099;753,702;4826,148;753,702
0;4365,000;23,529;31,895;160,964;233,597;676,451;0,295;4,664;609,689;5003,086;609,689
0;4410,000;23,437;32,330;175,977;266,138;900,338;0,246;5,132;558,790;3447,516;558,790
0;4455,000;27,174;37,082;165,365;243,469;669,331;0,510;4,534;574,429;5194,548;574,429
0;4500,000;30,472;48,133;252,888;591,393;1066,864;0,441;12,381;983,659;4258,782;983,659
0;4545,000;35,414;64,703;296,721;877,212;1036,277;1,496;20,156;907,767;2635,759;907,767
0;4590,000;24,216;34,958;180,435;258,898;974,648;0,876;6,360;611,285;3260,498;611,285
0;4635,000;28,718;42,201;229,716;338,267;934,098;0,557;5,948;679,191;3474,960;679,191
0;4680,000;30,660;45,322;260,688;373,241;956,739;0,601;6,531;726,984;4766,136;726,984
0;4725,000;36,128;55,206;320,777;438,089;1103,686;1,022;7,342;767,124;4421,059;767,124
0;4770,000;32,565;48,840;308,393;502,890;1017,746;1,084;10,163;795,916;6622,750;795,916
0;4815,000;31,344;45,243;283,725;379,362;948,864;0,364;6,469;842,611;5054,378;842,611
0;4860,000;33,616;51,224;298,481;412,496;1089,770;0,486;6,864;886,664;5080,430;886,664
0;4905,000;34,605;51,691;266,668;382,575;1029,115;0,231;5,746;912,777;5117,084;912,777
0;4950,000;30,495;45,764;217,915;369,732;1096,984;0,107;6,417;905,587;6857,126;905,587
0;4995,000;32,958;53,186;269,052;484,256;1082,777;0,061;8,914;892,541;6708,214;892,541
0;5040,000;31,968;52,814;293,238;615,913;976,171;-0,708;14,192;859,372;6054,038;859,372
0;5085,000;29,938;52,447;252,640;569,769;1297,802;0,157;11,634;822,440;6721,221;822,440
0;5130,000;28,490;48,264;235,604;446,092;846,493;-0,039;9,861;833,143;6815,918;833,143
0;5175,000;27,121;43,886;231,837;437,084;1109,355;0,022;9,730;835,088;6803,987;835,088
0;5220,000;27,232;46,968;221,851;481,149;1104,075;-0,388;10,610;841,770;6760,635;841,770
0;5265,000;30,179;55,927;268,364;651,699;1436,108;0,982;15,867;843,770;6555,171;843,770
0;5310,000;26,808;48,434;245,444;526,745;1314,787;-0,266;13,336;873,130;6605,841;873,130
0;5355,000;22,476;35,014;189,693;379,367;868,891;0,477;11,586;898,362;6753,498;898,362
0;5400,000;24,071;36,608;177,403;315,562;856,355;0,051;6,780;891,349;5020,841;891,349
0;5445,000;25,143;38,443;196,142;363,559;976,008;0,872;9,015;929,715;4697,099;929,715
0;5490,000;23,240;34,827;174,627;315,764;1042,174;1,257;9,311;896,135;3142,181;896,135
0;5535,000;19,480;27,808;134,916;180,969;1331,154;0,234;4,467;756,955;3114,845;756,955
0;5580,000;19,734;28,298;137,382;205,461;833,022;0,301;5,270;802,814;3075,706;802,814
0;5625,000;22,720;33,274;164,381;295,154;810,903;0,187;6,715;829,880;3035,760;829,880
0;5670,000;23,674;34,461;188,736;272,119;902,458;0,217;6,028;866,668;2895,311;866,668
0;5715,000;26,642;37,985;199,802;269,638;805,163;0,302;4,871;916,225;2905,088;916,225
0;5760,000;28,757;43,765;211,649;385,873;1022,008;0,350;6,960;953,194;2881,941;953,194
0;5805,000;29,524;44,906;213,097;302,584;1058,640;0,719;6,031;896,793;2872,789;896,793
0;5850,000;25,378;36,864;177,843;322,186;924,868;0,355;6,879;768,338;2846,947;768,338
0;5895,000;23,804;36,857;175,940;382,461;1024,383;0,493;9,985;790,829;2770,333;790,829
0;5940,000;22,799;33,462;173,016;270,101;1197,621;0,172;5,866;764,818;2677,573;764,818
0;5985,000;21,055;29,451;147,688;179,434;971,202;0,546;4,619;698,718;4531,778;698,718
0;6030,000;25,118;33,606;159,310;194,297;860,798;0,415;3,804;704,824;2368,237;704,824
0;6075,000;27,057;38,138;181,832;272,883;1123,950;0,464;4,963;774,697;4724,363;774,697
0;6120,000;27,795;40,899;194,339;279,667;1280,901;0,741;5,575;824,350;9445,030;824,350
0;6165,000;28,536;44,199;225,482;321,736;1075,096;1,028;7,315;859,873;0,000;859,873
0;6210,000;27,136;43,201;209,908;335,356;1068,125;1,068;7,902;885,806;0,000;885,806
0;6255,000;23,457;38,084;194,129;293,293;1221,679;1,623;9,821;895,858;0,000;895,858
0;6300,000;26,453;42,280;222,960;331,184;1004,202;1,745;10,950;966,471;0,000;966,471
0;6345,000;28,524;48,357;262,688;415,763;1345,026;1,674;10,502;916,234;6650,542;916,234
0;6390,000;26,481;46,526;289,341;517,623;1152,609;2,162;18,168;889,909;0,000;889,909
0;6435,000;24,764;38,788;224,403;364,015;1003,163;0,188;7,923;900,741;5887,766;900,741
0;6480,000;24,630;38,164;177,530;257,255;846,361;0,164;5,202;993,457;5200,555;993,457
0;6525,000;24,849;36,995;170,299;301,746;857,290;0,344;5,856;1014,004;5198,257;1014,004
0;6570,000;25,403;36,292;168,639;248,789;1084,710;0,677;5,288;983,666;5141,132;983,666
0;6615,000;27,131;37,465;185,941;261,245;1158,068;0,352;4,874;1049,548;0,000;1049,548
0;6660,000;25,519;38,024;182,060;300,174;1366,681;-0,138;6,127;1094,877;0,000;1094,877
0;6705,000;25,740;42,175;216,533;377,269;1285,740;0,013;7,930;1022,600;3244,602;1022,600
0;6750,000;23,729;39,278;165,692;398,585;1009,159;0,531;10,041;877,049;4674,119;877,049
0;6795,000;22,057;39,653;195,918;566,228;1156,553;-0,281;21,143;837,471;4753,350;837,471
0;6840,000;18,092;36,798;191,075;599,036;1219,455;0,451;33,325;805,380;5063,788;805,380
0;6885,000;24,377;47,516;278,869;620,051;1377,054;0,701;18,816;821,231;0,000;821,231
0;6930,000;26,955;52,662;315,119;685,828;1375,603;1,294;21,100;829,484;3274,119;829,484
0;6975,000;24,130;48,725;238,601;711,864;1219,858;1,181;30,056;800,833;3287,091;800,833
0;7020,000;22,225;37,857;199,287;503,837;811,387;0,146;17,700;810,294;3519,689;810,294
0;7065,000;25,091;43,812;258,439;491,891;1411,888;0,981;14,126;819,288;3671,813;819,288
0;7110,000;29,608;50,020;269,340;548,969;1415,942;0,745;10,393;715,766;4996,973;715,766
0;7155,000;26,300;48,103;250,902;514,945;1293,497;0,051;11,342;717,675;4904,271;717,675
0;7200,000;27,708;53,260;297,626;629,479;1698,795;-0,433;16,284;525,507;5120,885;525,507
0;7245,000;23,596;45,764;237,658;550,072;1674,227;1,823;19,178;502,155;5196,488;502,155
0;7290,000;22,902;45,088;238,759;407,470;2040,787;1,260;11,413;490,956;4807,186;490,956
0;7335,000;20,650;42,033;218,454;421,187;2017,130;1,853;15,456;483,264;4763,460;483,264
0;7380,000;16,023;29,089;176,990;315,033;1745,622;0,863;13,902;491,827;4515,991;491,827
0;7425,000;15,683;28,580;145,937;311,140;914,738;0,910;15,390;485,713;4452,246;485,713
0;7470,000;16,159;29,755;158,700;361,071;1295,324;1,562;20,593;516,741;4033,789;516,741
0;7515,000;13,986;27,640;157,373;293,132;1352,998;0,594;17,819;499,743;0,000;499,743
0;7560,000;12,388;22,425;135,386;243,378;1005,746;0,477;16,047;355,750;0,000;355,750
0;7605,000;10,841;16,879;70,048;142,976;541,764;1,544;10,495;403,270;0,000;403,270
0;7650,000;11,469;18,581;86,102;184,748;707,970;2,353;17,437;316,817;0,000;316,817
0;7695,000;10,320;15,111;80,624;129,770;633,256;1,509;10,256;277,018;0,000;277,018
0;7740,000;9,005;12,188;60,147;75,534;685,829;0,682;4,482;232,662;1778,652;232,662
0;7785,000;9,688;12,779;60,929;84,801;665,715;0,406;3,904;268,512;0,000;268,512
0;7830,000;9,803;12,864;59,976;105,401;566,859;0,146;4,506;317,478;0,000;317,478
0;7875,000;10,264;13,887;68,505;96,958;538,403;0,036;4,386;301,206;0,000;301,206
0;7920,000;11,518;16,269;83,807;128,828;652,781;0,676;6,211;244,686;3734,147;244,686
0;7965,000;10,535;15,026;88,368;132,492;830,356;0,243;6,755;201,899;3569,621;201,899
0;8010,000;11,000;16,505;97,445;143,312;676,250;-0,863;9,165;153,232;3465,299;153,232
0;8055,000;11,906;19,065;105,878;186,606;666,762;-0,845;13,793;167,163;1809,926;167,163
0;8100,000;10,868;16,893;89,368;139,183;704,566;-0,940;13,584;192,381;1539,522;192,381
0;8145,000;11,962;18,418;102,190;132,172;712,509;-0,816;10,702;232,785;6238,907;232,785
0;8190,000;12,706;19,245;112,886;166,326;743,815;-0,561;9,838;272,967;0,000;272,967
0;8235,000;14,224;22,060;119,639;198,927;814,030;0,229;8,820;329,963;0,000;329,963
0;8280,000;15,497;25,404;117,262;228,322;743,302;0,332;9,151;371,414;3106,009;371,414
0;8325,000;15,512;27,231;107,668;266,428;960,845;0,530;12,333;487,837;3405,179;487,837
0;8370,000;18,173;33,870;140,238;376,729;918,642;1,140;15,983;678,190;3977,886;678,190
0;8415,000;16,709;30,404;134,937;347,760;849,840;2,454;23,091;734,403;0,000;734,403
0;8460,000;14,127;22,498;108,654;251,338;709,384;0,517;12,113;634,399;0,000;634,399
0;8505,000;14,037;21,854;117,306;230,644;819,524;0,177;9,392;638,040;0,000;638,040
0;8550,000;12,352;17,395;90,605;154,342;718,752;-0,232;6,337;709,254;0,000;709,254
0;8595,000;10,774;15,286;82,375;138,733;543,553;-0,268;7,060;747,176;0,000;747,176
0;8640,000;11,683;17,114;91,358;164,611;711,003;0,355;8,174;777,710;0,000;777,710
0;8685,000;12,631;18,656;87,451;142,394;621,175;-0,366;6,697;829,950;0,000;829,950
0;8730,000;14,306;22,544;111,289;200,677;810,175;0,507;9,986;892,894;0,000;892,894
0;8775,000;14,953;28,316;147,664;362,329;1090,173;-0,805;19,655;894,267;0,000;894,267
0;8820,000;16,339;29,277;127,852;336,928;898,795;0,173;13,809;907,207;0,000;907,207
0;8865,000;16,763;33,137;137,799;373,384;1198,492;-0,665;16,109;967,084;0,000;967,084
0;8910,000;15,910;28,289;108,130;296,239;801,866;0,035;12,594;998,015;0,000;998,015
0;8955,000;15,721;28,470;115,116;314,994;900,007;-0,333;13,603;967,398;0,000;967,398
0;9000,000;16,699;31,478;136,004;385,984;1003,185;-0,857;19,140;905,833;0,000;905,833
0;9045,000;16,969;33,027;130,108;359,491;1047,830;-0,928;16,328;866,336;0,000;866,336
0;9090,000;18,109;36,359;158,145;452,873;860,059;-1,689;20,755;842,857;0,000;842,857
0;9135,000;17,397;35,973;174,281;534,856;1351,197;-1,054;25,383;793,972;0,000;793,972
0;9180,000;14,673;27,192;116,037;261,434;879,546;0,145;11,969;714,858;0,000;714,858
